date,machine_name,region_id,dam,fly_id,status,round,experiment,sd,sex,genotype,hours_sd,type_sd
2016-04-22_11-11-51,ETHOSCOPE_024,1,3,9,ok,2,4,F,F,CS,12,shaker
2016-04-22_11-36-54,ETHOSCOPE_021,1,4,9,ok,2,4,T,F,CS,12,shaker
2016-04-22_11-37-14,ETHOSCOPE_023,1,4,10,ok,2,4,T,F,CS,12,shaker
2016-04-22_11-37-48,ETHOSCOPE_025,1,4,11,ok,2,4,T,F,CS,12,shaker
2016-04-22_11-37-31,ETHOSCOPE_024,1,4,12,ok,2,4,T,F,CS,12,shaker
2016-04-22_12-02-12,ETHOSCOPE_021,1,3,10,ok,2,4,F,F,CS,12,shaker
2016-04-29_09-27-50,ETHOSCOPE_021,1,2,1,ok,1,5,T,F,CS,12,shaker
2016-04-29_09-27-53,ETHOSCOPE_023,1,2,2,ok,1,5,T,F,CS,12,shaker
2016-04-29_09-27-55,ETHOSCOPE_024,1,2,4,ok,1,5,T,F,CS,12,shaker
2016-04-29_09-52-09,ETHOSCOPE_021,1,1,1,ok,1,5,F,F,CS,12,shaker
2016-04-29_09-52-15,ETHOSCOPE_024,1,1,4,ok,1,5,F,F,CS,12,shaker
2016-04-29_10-19-43,ETHOSCOPE_021,1,2,5,ok,1,5,,F,CS,12,shaker
2016-04-29_10-19-45,ETHOSCOPE_023,1,2,6,ok,1,5,,F,CS,12,shaker
2016-04-29_10-43-45,ETHOSCOPE_021,1,1,5,ok,1,5,,F,CS,12,shaker
2016-04-29_10-43-48,ETHOSCOPE_023,1,1,6,ok,1,5,,F,CS,12,shaker
2016-04-29_10-43-53,ETHOSCOPE_025,1,1,7,ok,1,5,,F,CS,12,shaker
2016-04-29_10-43-50,ETHOSCOPE_024,1,1,8,ok,1,5,,F,CS,12,shaker
2016-04-29_11-19-49,ETHOSCOPE_021,1,2,9,ok,1,5,,F,CS,12,shaker
2016-04-29_11-19-44,ETHOSCOPE_023,1,2,10,ok,1,5,,F,CS,12,shaker
2016-04-29_11-19-42,ETHOSCOPE_025,1,2,11,ok,1,5,,F,CS,12,shaker
2016-04-29_11-47-56,ETHOSCOPE_021,1,1,9,ok,1,5,,F,CS,12,shaker
2016-04-29_11-47-54,ETHOSCOPE_023,1,1,10,ok,1,5,,F,CS,12,shaker
2016-04-29_11-47-50,ETHOSCOPE_025,1,1,11,ok,1,5,,F,CS,12,shaker
2016-04-29_11-47-52,ETHOSCOPE_024,1,1,12,ok,1,5,,F,CS,12,shaker
2016-05-02_09-23-48,ETHOSCOPE_021,1,1,1,ok,2,5,,F,CS,12,shaker
2016-05-02_09-23-50,ETHOSCOPE_023,1,1,2,ok,2,5,,F,CS,12,shaker
2016-05-02_09-23-53,ETHOSCOPE_025,1,1,3,ok,2,5,,F,CS,12,shaker
2016-05-02_09-23-55,ETHOSCOPE_024,1,1,4,ok,2,5,,F,CS,12,shaker
2016-05-02_09-42-41,ETHOSCOPE_021,1,2,1,ok,2,5,,F,CS,12,shaker
2016-05-02_09-42-43,ETHOSCOPE_023,1,2,2,ok,2,5,,F,CS,12,shaker
2016-05-02_09-42-45,ETHOSCOPE_025,1,2,3,ok,2,5,,F,CS,12,shaker
2016-05-02_09-42-49,ETHOSCOPE_024,1,2,4,ok,2,5,,F,CS,12,shaker
2016-05-02_10-02-17,ETHOSCOPE_021,1,1,5,ok,2,5,,F,CS,12,shaker
2016-05-02_10-02-19,ETHOSCOPE_023,1,1,6,ok,2,5,,F,CS,12,shaker
2016-05-02_10-02-22,ETHOSCOPE_025,1,1,7,ok,2,5,,F,CS,12,shaker
2016-05-02_10-02-24,ETHOSCOPE_024,1,1,8,ok,2,5,,F,CS,12,shaker
2016-05-02_10-24-05,ETHOSCOPE_021,1,2,5,ok,2,5,,F,CS,12,shaker
2016-05-02_10-24-36,ETHOSCOPE_023,1,2,6,ok,2,5,,F,CS,12,shaker
2016-05-02_10-24-48,ETHOSCOPE_025,1,2,7,ok,2,5,,F,CS,12,shaker
2016-05-02_10-25-04,ETHOSCOPE_024,1,2,9,ok,2,5,,F,CS,12,shaker
2016-05-02_10-43-47,ETHOSCOPE_023,1,1,10,ok,2,5,,F,CS,12,shaker
2016-05-02_10-44-01,ETHOSCOPE_025,1,1,11,ok,2,5,,F,CS,12,shaker
2016-05-02_10-44-17,ETHOSCOPE_024,1,1,12,ok,2,5,,F,CS,12,shaker
2016-05-02_11-07-36,ETHOSCOPE_021,1,2,10,ok,2,5,,F,CS,12,shaker
2016-05-02_11-07-39,ETHOSCOPE_023,1,2,11,ok,2,5,,F,CS,12,shaker
